0,0.0483044
1080,0.000444167
1100,0.000530178
1120,0.000594726
1140,0.0006988
1160,0.000790783
1180,0.000851055
1200,0.00095874
1220,0.00154593
1240,0.00165073
1260,0.00179056
1280,0.0018805
1300,0.00197861
1320,0.0020967
1340,0.00220305
1360,0.00222354
1380,0.0056714
1400,0.00273521
1420,0.00277607
1440,0.00292419
1460,0.00303149
1480,0.00305976
1500,0.00318068
1520,0.00325124
1540,0.00524255
1560,0.00367198
1580,0.00370098
1600,0.00338863
1620,0.00356607
1640,0.00356562
1660,0.00368551
1680,0.00373917
1700,0.00363458
1720,0.00390323
1740,0.00401479
1760,0.00403034
1780,0.00418094
1800,0.0042948
1820,0.00741004
1840,0.00448046
1860,0.00448939
1880,0.00461829
1900,0.00471077
1920,0.0047092
1940,0.00482849
1960,0.00490807
1980,0.00494463
2000,0.0047941
2020,0.00495151
2040,0.00500955
2060,0.00506323
2080,0.00502595
2100,0.00506424
2120,0.00507169
2140,0.00510407
2160,0.00503163
2180,0.00498482
2200,0.0051001
2220,0.00503101
2240,0.00501076
2260,0.00504339
2280,0.00504928
2300,0.00508299
2320,0.00505231
2340,0.00720409
2360,0.00503238
2380,0.00505733
2400,0.00504652
2420,0.00507708
2440,0.00503495
2460,0.00502784
2480,0.00476163
2500,0.00495562
2520,0.005083
2540,0.00500916
2560,0.00497361
2580,0.00506572
2600,0.00501445
2620,0.00508079
2640,0.00502107
2660,0.00494371
2680,0.00742048
2700,0.00474986
2720,0.00504786
2740,0.00505978
2760,0.00501124
2780,0.00504788
2800,0.00508114
2820,0.00503698
2840,0.00506958
2860,0.00503263
2880,0.00518868
2900,0.00499888
2920,0.00534044
2940,0.00505767
2960,0.00512266
2980,0.00494329
3000,0.00510915
3020,0.00508141
3040,0.00488778
3060,0.00497298
3080,0.00519345
3100,0.00500064
3120,0.00531929
3140,0.00496223
3160,0.00504688
3180,0.00504427
3200,0.00503184
3220,0.0049891
3240,0.00501511
3260,0.00503006
3280,0.00538201
3300,0.00495162
3320,0.00505797
3340,0.00908182
3360,0.00507649
3380,0.00498076
3400,0.0050086
3420,0.00501648
3440,0.00496528
3460,0.00494249
3480,0.00507412
3500,0.00498165
3520,0.00528252
3540,0.00498118
3560,0.00500938
3580,0.00503614
3600,0.00823018
3620,0.00493897
3640,0.0050688
3660,0.00524417
3680,0.00502224
3700,0.00501808
3720,0.00476034
3740,0.00484854
3760,0.0050745
3780,0.00493767
3800,0.00500306
3820,0.00548614
3840,0.00505751
3860,0.00501376
3880,0.00496869
3900,0.00502286
3920,0.00493774
3940,0.00513813
3960,0.00496246
3980,0.0050515
4000,0.00507282
4020,0.00502354
4040,0.00504088
4060,0.00716921
4080,0.0049808
4100,0.00508188
4120,0.00505854
4140,0.00479587
4160,0.00505585
4180,0.00500633
4200,0.00500571
4220,0.0050401
4240,0.00501461
4260,0.00510455
4280,0.00499516
4300,0.00505088
4320,0.00509322
4340,0.00500534
4360,0.00499607
4380,0.00503719
4400,0.00496133
4420,0.00506759
4440,0.00504161
4460,0.00503629
4480,0.00540583
4500,0.00506591
4520,0.00498421
4540,0.00499679
4560,0.00495649
4580,0.00507261
4600,0.00500211
4620,0.00507919
4640,0.00506056
4660,0.00470382
4680,0.00499485
4700,0.00503075
4720,0.00496363
4740,0.00508979
4760,0.00499226
4780,0.00503958
4800,0.00507745
4820,0.00503068
4840,0.00501379
4860,0.00501188
4880,0.00498508
4900,0.00505982
4920,0.00499906
4940,0.00503886
4960,0.00503877
4980,0.00502778
5000,0.00497702
5020,0.00501159
5040,0.00496315
5060,0.00500083
5080,0.00507132
5100,0.00506577
5120,0.0053458
5140,0.00500293
5160,0.00495875
5180,0.00505219
5200,0.00481504
5220,0.00502349
5240,0.00508655
5260,0.00505348
5280,0.00505518
5300,0.00502262
5320,0.00480649
5340,0.00502309
5360,0.00497397
5380,0.00498796
5400,0.00508651
5420,0.00503229
5440,0.00502818
5460,0.0048784
5480,0.00563279
5500,0.00576838
5520,0.00494834
5540,0.00527313
5560,0.00510195
5580,0.00507346
5600,0.00507519
5620,0.00506345
5640,0.00503741
5660,0.00501812
5680,0.00501382
5700,0.00813914
5720,0.00513611
5740,0.00507001
5760,0.00774354
5780,0.00502366
5800,0.00519472
5820,0.00496462
5840,0.00497289
5860,0.00715273
5880,0.00698213
5900,0.00495882
5920,0.00505587
5940,0.00501495
5960,0.00523948
5980,0.0050614
6000,0.00501268
6020,0.00501957
6040,0.00511611
6060,0.00511583
6080,0.00504803
6100,0.00513647
6120,0.00506886
6140,0.00501403
6160,0.00504847
6180,0.00504083
6200,0.00518822
6220,0.00527034
6240,0.00522014
6260,0.00523772
6280,0.00528057
6300,0.00512347
6320,0.00511651
6340,0.00491807
6360,0.00524052
6380,0.00512006
6400,0.00508349
6420,0.00510039
6440,0.00510894
6460,0.00500752
6480,0.00502347
6500,0.00501562
6520,0.00512417
6540,0.00506076
6560,0.00609406
6580,0.00503805
6600,0.00501151
6620,0.00498395
6640,0.00506057
6660,0.00498257
6680,0.00511467
6700,0.00517236
6720,0.00506032
6740,0.00534823
6760,0.00519495
6780,0.00502282
6800,0.00508832
6820,0.00502357
6840,0.00512485
6860,0.00508841
6880,0.005074
6900,0.00510577
6920,0.00504509
6940,0.00498003
6960,0.00513654
6980,0.00505713
7000,0.00515382
7020,0.00513181
7040,0.00509529
7060,0.00524433
7080,0.00507721
7100,0.0055302
7120,0.0050236
7140,0.00488236
7160,0.00512014
7180,0.00507205
7200,0.0050516
7220,0.00507934
7240,0.00505086
7260,0.00498392
7280,0.00516364
7300,0.00522396
7320,0.00521988
7340,0.00762172
7360,0.0050663
7380,0.0050936
7400,0.00504661
7420,0.00499441
7440,0.00507615
7460,0.00500156
7480,0.00548061
7500,0.00734297
7520,0.00503498
7540,0.00505713
7560,0.00477909
7580,0.00493882
7600,0.00500342
7620,0.00503266
7640,0.00555792
7660,0.00831644
7680,0.00504438
7700,0.0050805
7720,0.00504595
7740,0.00482591
7760,0.00500024
7780,0.00804003
7800,0.00493581
7820,0.00746749
7840,0.00506605
7860,0.00714046
7880,0.00500845
7900,0.0050268
7920,0.00472118
7940,0.00499647
7960,0.00513481
7980,0.00505876
8000,0.00853532
8020,0.00508316
8040,0.00503932
8060,0.00500371
8080,0.00504019
8100,0.00501485
8120,0.00519832
8140,0.00554677
8160,0.00530712
8180,0.00512443
8200,0.00504622
8220,0.00503427
8240,0.00504717
8260,0.00526512
8280,0.00491047
8300,0.00601302
8320,0.00509724
8340,0.0050075
8360,0.00506695
8380,0.00497602
8400,0.00497156
8420,0.00502823
8440,0.00514909
8460,0.00509319
8480,0.00509992
8500,0.00501375
8520,0.00496
8540,0.00505586
8560,0.00503193
8580,0.00499285
8600,0.00506121
8620,0.00509193
8640,0.00548015
8660,0.00502208
8680,0.00497431
8700,0.00510185
8720,0.00475089
8740,0.00506062
8760,0.00523628
8780,0.00507198
8800,0.00515121
8820,0.00500986
8840,0.00500008
8860,0.005099
8880,0.00504015
8900,0.00513667
8920,0.00512792
8940,0.00521763
8960,0.00510832
8980,0.00806635
9000,0.00670514
9020,0.00505915
9040,0.00490665
9060,0.00493157
9080,0.00489877
9100,0.00488008
9120,0.00483283
9140,0.00465496
9160,0.00437637
9180,0.00453718
9200,0.00444828
9220,0.00436386
9240,0.0042515
9260,0.00415823
9280,0.00410314
9300,0.00395456
9320,0.00380612
9340,0.0037892
9360,0.00373528
9380,0.00373764
9400,0.00357589
9420,0.00344858
9440,0.00332867
9460,0.00325625
9480,0.00776451
9500,0.00307096
9520,0.00303569
9540,0.00290058
9560,0.00310845
9580,0.00269015
9600,0.0026029
9620,0.0030715
9640,0.0028907
9660,0.00240733
9680,0.0022364
9700,0.00210675
9720,0.00262803
9740,0.00267868
9760,0.0018629
9780,0.00176129
9800,0.00179007
9820,0.00123327
9840,0.00117051
9860,0.00069485
9880,0.000646436
9900,0.000926924
9920,0.00478306
9940,0.0039867
